id,name,buildingType,specificBuildingType,description,closedDays,openHour,closeHour,notes
2027,"The Drakhri Residence","RESIDENCE","upper class home","Upper-class home",,,,""
2028,"The Pyrariel Residence","RESIDENCE","upper class home","Upper-class home",,,,""
2029,"Apprentice Notary","SERVICE","notary","A notary, with average quality services.","[6,7]",9,17,""
2030,"Warlock Notary","SERVICE","notary","A notary, with poor quality services.","[6,7]",9,17,""
2031,"Mudblood Notary","SERVICE","notary","A notary, with good quality services.","[6,7]",9,17,""
2032,"Killelylth Notary","SERVICE","notary","A notary, with average quality services.","[6,7]",9,17,""
2033,"Sardariel Notary","SERVICE","notary","A notary, with average quality services.","[6,7]",9,17,""
2034,"Goblin Notary","SERVICE","notary","A notary, with great quality services.","[6,7]",9,17,""
2035,"The Valuable Bureau Headquarters","FACTION","merchant guild headquarters","Merchant's guild headquarters",,,,""
2036,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
2037,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
2038,"The Hlaeneldth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2039,"The Bannieplith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2040,"The Lazuloyax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2041,"The Hlaevirrea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2042,"The Aleanvalsa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2043,"The Siltseeker Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2044,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2045,"The Banniettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2046,"The Arrossai Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2047,"The Valken Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2048,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2049,"The Coppersmith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2050,"The Eyllisnddare Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2051,"The Zerulassa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2052,"The Ironsoul Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2053,"The Pelletkind Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2054,"The Underman Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2055,"The Eythersithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2056,"The Teasentylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2057,"The Quillflight Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2058,"The Pebblemantle Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2059,"The Steelcrown Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2060,"The Nickelbrother Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2061,"The Briskcraft-Nutstand Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2062,"The Mathworthy Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2063,"The Baequieplith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2064,"The Norreitryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2065,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2066,"Silverbranch Lender","SERVICE","money lender","A money lender, with average quality services.","[6,7]",9,17,""
2067,"The Freanieplith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2068,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2069,"The Digglegarden Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2070,"The Kennyrmitore Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2071,"The Eytherathem Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2072,"The Dwinraheal Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2073,"The Oldblower Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2074,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2075,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2076,"The Majurikax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2077,"The Hlaesithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2078,"The Auvreaeplith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2079,"The Freanidlues Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2080,"The Tyrdlues Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2081,"The Tyrthym Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2082,"The Kadjix Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2083,"The Bafflecollar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2084,"The Whistlecase Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2085,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2086,"Trap Lending","SERVICE","money lender","A money lender, with master quality services.","[6,7]",9,17,""
2087,"The Smiales Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2088,"The Haryax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2089,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2090,"The Teasenvirrea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2091,"Honored Diviner","SERVICE","seer","A seer, with average quality services.","[6,7]",9,17,""
2092,"The Honored Mistress Undertakers","SERVICE","undertaker","An undertaker, with poor quality services.","[6,7]",9,17,""
2093,"The Porphyroyax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2094,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2095,"The Kerason Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2096,"The Auvreavirrea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2097,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2098,"The Chroila Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2099,"The Cliffsum Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2100,"The Magner Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2101,"The Auvreatlarn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
2102,"The Magner-Tunnellygin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2103,"The Ousseasithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2104,"The Teasenlylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2105,"The Paleseeker Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2106,"The Teasenundlin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2107,"The Antriq Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2108,"The Copperfoot Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2109,"The Longgirdle Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2110,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2111,"The Slarood Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2112,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2113,"The Flickerhold Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2114,"The Maernlylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2115,"The Eytherneldth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2116,"Moose Lending","SERVICE","money lender","A money lender, with poor quality services.","[6,7]",9,17,""
2117,"The Killearnith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2118,"The Baequielrvis Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2119,"The Sacklock Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2120,"The Tyrneathem Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2121,"The Hornward Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2122,"The Skhiazys Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2123,"The Adastrariel Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2124,"The Grubbumble Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2125,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2126,"The Beanhill Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2127,"The Sparklebrand Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2128,"The Elderrock Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2129,"The Leeiffer Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2130,"The Nalray Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2131,"The Lazulorith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2132,"The Glasscrown Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2133,"The Jugeen Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2134,"The Mekosp Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2135,"The Ragebelly Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2136,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2137,"Tinkerpeak's Seer","SERVICE","seer","A seer, with poor quality services.","[6,7]",9,17,""
2138,"Cheetah Funerals","SERVICE","undertaker","An undertaker, with poor quality services.","[6,7]",9,17,""
2139,"Aleanitryn Lending","SERVICE","money lender","A money lender, with average quality services.","[6,7]",9,17,""
2140,"The Headsmoke Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2141,"The Swifttwist Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2142,"The Toughprayer Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2143,"The Whimlock Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2144,"The Stoutdrum Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2145,"The Melithneldth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2146,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2147,"The Boffsmial Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2148,"The Haygot Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2149,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2150,"The Ousseatylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2151,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2152,"Dugheaver Lender","SERVICE","money lender","A money lender, with good quality services.","[6,7]",9,17,""
2153,"The Dwinathem Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2154,"The Spineltoss Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2155,"The Jurgarith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2156,"The Tossleflow Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2157,"The Dryearaltin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2158,"The Hunithlylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2159,"The Roughpath Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2160,"The Zircongun Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2161,"The Gysseaear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2162,"The Clipsmoke Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2163,"The Dwinsithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2164,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2165,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2166,"The Dabnavar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2167,"The Temontel Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2168,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2169,"The Raudrax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2170,"The Andrazys Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2171,"The Adraassa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2172,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2173,"The Bottomless Seer","SERVICE","seer","A seer, with average quality services.","[6,7]",9,17,""
2174,"The Soothing Cleric Mortuary","SERVICE","undertaker","An undertaker, with great quality services.","[6,7]",9,17,""
2175,"The Tamnithir Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2176,"The Longbrand Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2177,"The Dustfield Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2178,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2179,"The Killeneldth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2180,"Lance Lender","SERVICE","money lender","A money lender, with awful quality services.","[6,7]",9,17,""
2181,"The Scarvadur Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2182,"The Whimgot Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2183,"The Tunnellyiffer Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2184,"The Eyllisthym Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2185,"The Skhiawryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2186,"The Marroth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2187,"The Jasperlungs Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2188,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
2189,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
